,subtype,bedroomCount,netHabitableSurface,fireplaceExists,terraceSurface,hasTerrace,hasGarden,gardenSurface,hasSwimmingPool,price,type,postalCode,locality,kitchen,condition,facadeCount,isFurnished
10836,APARTMENT,1.0,,False,5.0,True,,,False,195000.0,APARTMENT,1030,Schaerbeek,,,2.0,
10837,APARTMENT,2.0,95.0,False,,,,,False,155000.0,APARTMENT,9700,Oudenaarde,,,3.0,
10838,APARTMENT,3.0,155.0,False,9.0,True,,,False,550000.0,APARTMENT,1060,Saint-Gilles,INSTALLED,GOOD,2.0,
10839,DUPLEX,2.0,104.0,False,,True,,,False,245000.0,APARTMENT,8370,Blankenberge,HYPER_EQUIPPED,AS_NEW,,
10840,APARTMENT,1.0,39.0,False,,,True,,False,260000.0,APARTMENT,8620,Nieuwpoort,INSTALLED,JUST_RENOVATED,,
10841,APARTMENT,3.0,,False,,True,True,,False,1670000.0,APARTMENT,8620,Nieuwpoort,HYPER_EQUIPPED,,,
10842,APARTMENT,2.0,96.0,False,,True,,,False,285000.0,APARTMENT,2620,Hemiksem,,,,
10843,APARTMENT,3.0,100.0,True,8.0,True,,,,269000.0,APARTMENT,2100,Deurne,INSTALLED,GOOD,2.0,
10844,APARTMENT,3.0,92.0,False,,True,,,,395000.0,APARTMENT,8370,Blankenberge,INSTALLED,GOOD,2.0,
10845,APARTMENT,2.0,80.0,False,,,,,,139000.0,APARTMENT,1400,Nivelles,INSTALLED,TO_RENOVATE,2.0,
10846,FLAT_STUDIO,0.0,32.0,False,,,,,False,299000.0,APARTMENT,8300,Knokke-Heist,INSTALLED,GOOD,,
10847,APARTMENT,2.0,96.0,False,5.0,True,,,False,297500.0,APARTMENT,8790,Waregem,INSTALLED,GOOD,2.0,
10848,FLAT_STUDIO,1.0,35.0,False,4.0,True,,,False,94800.0,APARTMENT,1070,Anderlecht,SEMI_EQUIPPED,GOOD,2.0,
10849,FLAT_STUDIO,1.0,35.0,False,4.0,True,,,False,94700.0,APARTMENT,1070,Anderlecht,SEMI_EQUIPPED,GOOD,2.0,
10850,FLAT_STUDIO,1.0,35.0,False,4.0,True,,,False,94900.0,APARTMENT,1070,Anderlecht,SEMI_EQUIPPED,GOOD,2.0,
10851,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,1070,Anderlecht,,,,
10852,FLAT_STUDIO,1.0,35.0,False,4.0,True,,,,95000.0,APARTMENT,1070,Anderlecht,SEMI_EQUIPPED,GOOD,2.0,
10853,FLAT_STUDIO,1.0,35.0,False,4.0,True,,,,95200.0,APARTMENT,1070,Anderlecht,SEMI_EQUIPPED,GOOD,2.0,
10854,APARTMENT,2.0,80.0,False,,,,,,230000.0,APARTMENT,1083,Ganshoren,INSTALLED,GOOD,2.0,
10855,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,2400,Mol,,,,
10856,APARTMENT,1.0,68.0,False,4.0,True,,,False,205000.0,APARTMENT,1080,Molenbeek-Saint-Jean,INSTALLED,JUST_RENOVATED,,
10857,APARTMENT,2.0,84.0,False,7.0,True,,,False,595000.0,APARTMENT,8300,Knokke-Heist,USA_HYPER_EQUIPPED,,2.0,
10858,APARTMENT,2.0,,False,,,,,False,229000.0,APARTMENT,1070,Anderlecht,USA_INSTALLED,GOOD,1.0,
10859,APARTMENT,2.0,85.0,False,,,,,False,189900.0,APARTMENT,2100,Deurne,INSTALLED,AS_NEW,2.0,
10860,FLAT_STUDIO,0.0,28.0,False,,,,,,149000.0,APARTMENT,8620,Nieuwpoort,INSTALLED,AS_NEW,2.0,
10861,GROUND_FLOOR,2.0,80.0,False,20.0,True,True,80.0,False,215000.0,APARTMENT,5100,Jambes,INSTALLED,GOOD,,
10862,APARTMENT,2.0,89.0,True,5.0,True,,,False,230000.0,APARTMENT,1080,Molenbeek-Saint-Jean,INSTALLED,AS_NEW,2.0,
10863,APARTMENT,2.0,83.0,False,3.0,True,,,,199000.0,APARTMENT,9040,St-Amandsberg,INSTALLED,GOOD,2.0,
10864,GROUND_FLOOR,2.0,100.0,False,8.0,True,,,False,239000.0,APARTMENT,9120,Beveren,SEMI_EQUIPPED,AS_NEW,3.0,
10865,APARTMENT,2.0,82.0,False,5.0,True,,,False,245000.0,APARTMENT,8370,Blankenberge,INSTALLED,AS_NEW,2.0,
10866,APARTMENT,2.0,80.0,False,10.0,True,,,False,180000.0,APARTMENT,2600,Antwerpen,SEMI_EQUIPPED,GOOD,3.0,
10867,DUPLEX,3.0,100.0,False,,,True,280.0,False,290000.0,APARTMENT,1860,Meise,USA_INSTALLED,GOOD,3.0,
10868,APARTMENT,2.0,90.0,False,6.0,True,,,,229000.0,APARTMENT,2500,Lier,USA_INSTALLED,GOOD,2.0,
10869,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,8370,Blankenberge,,,,
10870,APARTMENT,3.0,180.0,False,11.0,True,,,,372600.0,APARTMENT,8370,Blankenberge,INSTALLED,,2.0,
10871,APARTMENT,3.0,182.0,False,10.0,True,,,,376800.0,APARTMENT,8370,Blankenberge,INSTALLED,,2.0,
10872,LOFT,2.0,169.0,False,16.0,True,,,,444900.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10873,APARTMENT,1.0,70.0,False,6.0,True,,,,233350.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10874,APARTMENT,3.0,121.0,False,9.0,True,,,,377420.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10875,APARTMENT,1.0,78.0,False,7.0,True,,,,253200.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10876,APARTMENT,3.0,129.0,False,11.0,True,,,,387010.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10877,APARTMENT,2.0,105.0,False,9.0,True,,,,330650.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10878,APARTMENT,3.0,112.0,False,14.0,True,,,,353150.0,APARTMENT,8370,Blankenberge,INSTALLED,,4.0,
10879,DUPLEX,3.0,137.0,False,,,True,36.0,False,320000.0,APARTMENT,1040,Etterbeek,INSTALLED,TO_BE_DONE_UP,2.0,
10880,APARTMENT,3.0,85.0,False,2.0,True,,,,125000.0,APARTMENT,7000,Mons,SEMI_EQUIPPED,,2.0,
10881,GROUND_FLOOR,2.0,85.0,False,40.0,True,,,,365000.0,APARTMENT,2018,Antwerp,,,2.0,
10882,APARTMENT,2.0,70.0,False,,,,,,178000.0,APARTMENT,2610,Wilrijk,,,2.0,
10883,FLAT_STUDIO,0.0,30.0,False,,,,,False,62000.0,APARTMENT,6000,Charleroi,,GOOD,1.0,
10884,APARTMENT,2.0,102.0,False,,True,,,False,250000.0,APARTMENT,1930,Zaventem,INSTALLED,GOOD,,
10885,APARTMENT,2.0,97.0,False,6.0,True,,,False,259000.0,APARTMENT,2170,Antwerpen,,AS_NEW,2.0,
10886,APARTMENT,3.0,115.0,False,8.0,True,,,,775000.0,APARTMENT,8620,Nieuwpoort,INSTALLED,GOOD,3.0,
10887,APARTMENT,2.0,116.0,False,20.0,True,,,,750000.0,APARTMENT,8670,Koksijde,INSTALLED,GOOD,3.0,
10888,APARTMENT,1.0,68.0,False,15.0,True,True,30.0,,275000.0,APARTMENT,1050,Ixelles,,TO_RENOVATE,2.0,
10889,APARTMENT,2.0,,False,3.0,True,True,80.0,False,249000.0,APARTMENT,2170,Antwerpen,,,,
10890,FLAT_STUDIO,1.0,35.0,False,4.0,True,,,False,95100.0,APARTMENT,1070,Anderlecht,SEMI_EQUIPPED,GOOD,2.0,
10891,APARTMENT,1.0,,False,,,,,False,157000.0,APARTMENT,4700,Eupen,,,,
10892,APARTMENT,2.0,60.0,False,,,,,False,185000.0,APARTMENT,8370,Blankenberge,INSTALLED,GOOD,4.0,
10893,GROUND_FLOOR,2.0,90.0,False,20.0,True,True,100.0,False,300000.0,APARTMENT,1070,Anderlecht,INSTALLED,GOOD,1.0,
10894,GROUND_FLOOR,1.0,100.0,False,20.0,True,,,,250000.0,APARTMENT,1090,Jette,INSTALLED,,2.0,
10895,APARTMENT,1.0,55.0,False,8.0,True,,,False,195000.0,APARTMENT,1140,Evere,NOT_INSTALLED,JUST_RENOVATED,,
10896,APARTMENT,2.0,77.0,False,,,,,,275000.0,APARTMENT,5030,Gembloux,,,,
10897,APARTMENT,2.0,80.0,False,4.0,True,,,False,293000.0,APARTMENT,2018,Antwerpen,USA_INSTALLED,,,
10898,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,1340,Ottignies,,,,
10899,APARTMENT,3.0,120.0,False,,True,True,,False,299000.0,APARTMENT,1420,Braine-l'Alleud,INSTALLED,GOOD,,
10900,GROUND_FLOOR,2.0,95.0,False,14.0,True,,,False,316575.0,APARTMENT,1420,Braine-l'Alleud,INSTALLED,GOOD,,
10901,APARTMENT,3.0,104.0,False,10.0,True,,,,315000.0,APARTMENT,2930,Brasschaat,,GOOD,2.0,
10902,APARTMENT,2.0,80.0,True,6.0,True,,,False,230000.0,APARTMENT,1080,Molenbeek-Saint-Jean,INSTALLED,GOOD,2.0,
10903,DUPLEX,3.0,100.0,False,,,,,False,260000.0,APARTMENT,1731,Zellik,USA_INSTALLED,AS_NEW,2.0,
10904,DUPLEX,3.0,100.0,False,,,,,False,260000.0,APARTMENT,1731,Zellik,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10905,GROUND_FLOOR,3.0,183.0,False,,True,,,False,215000.0,APARTMENT,3550,Heusden-Zolder,HYPER_EQUIPPED,AS_NEW,3.0,
10906,GROUND_FLOOR,1.0,100.0,False,40.0,True,True,400.0,,235000.0,APARTMENT,3980,Tessenderlo,USA_HYPER_EQUIPPED,AS_NEW,,
10907,APARTMENT,2.0,140.0,False,13.0,True,,,False,530000.0,APARTMENT,1000,Bruxelles,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10908,APARTMENT,1.0,76.0,False,90.0,True,,,,262500.0,APARTMENT,2500,Lier,,,,
10909,APARTMENT,2.0,90.0,False,15.0,True,,,,235000.0,APARTMENT,2440,Geel,,TO_BE_DONE_UP,2.0,
10910,APARTMENT,2.0,67.0,False,18.0,True,,,,260000.0,APARTMENT,3510,Kermt,INSTALLED,AS_NEW,,
10911,TRIPLEX,3.0,179.0,False,14.0,True,,,False,299000.0,APARTMENT,4100,Seraing,HYPER_EQUIPPED,AS_NEW,2.0,
10912,APARTMENT,2.0,86.0,False,7.0,True,,,,169000.0,APARTMENT,4020,Liege,SEMI_EQUIPPED,GOOD,2.0,
10913,APARTMENT,1.0,70.0,False,4.0,True,,,False,205000.0,APARTMENT,1180,Uccle,HYPER_EQUIPPED,TO_BE_DONE_UP,2.0,
10914,DUPLEX,6.0,266.0,False,10.0,True,True,30.0,False,770000.0,APARTMENT,1030,Schaerbeek,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10915,APARTMENT,1.0,82.0,False,5.0,True,,,False,265000.0,APARTMENT,2000,Antwerp,HYPER_EQUIPPED,AS_NEW,2.0,
10916,APARTMENT,1.0,80.0,False,2.0,True,,,False,190000.0,APARTMENT,1083,Ganshoren,,TO_BE_DONE_UP,2.0,
10917,APARTMENT,3.0,143.0,False,8.0,True,True,23.0,,385000.0,APARTMENT,9070,Heusden,HYPER_EQUIPPED,AS_NEW,2.0,
10918,GROUND_FLOOR,3.0,138.0,False,,True,,,False,337000.0,APARTMENT,9255,Buggenhout,,GOOD,2.0,
10919,APARTMENT,2.0,95.0,False,,True,,,,236000.0,APARTMENT,9120,Beveren,,TO_BE_DONE_UP,,
10920,GROUND_FLOOR,3.0,102.0,False,,,,,,218000.0,APARTMENT,3980,Tessenderlo,,GOOD,2.0,
10921,APARTMENT,2.0,102.0,False,16.0,True,,,,325400.0,APARTMENT,4042,Liers,USA_HYPER_EQUIPPED,,,
10922,APARTMENT,2.0,102.0,False,16.0,True,,,,330100.0,APARTMENT,4042,Liers,USA_HYPER_EQUIPPED,AS_NEW,,
10923,APARTMENT,2.0,119.0,False,24.0,True,,,,338500.0,APARTMENT,4042,Liers,USA_HYPER_EQUIPPED,AS_NEW,,
10924,APARTMENT,2.0,89.0,False,6.0,True,,,False,298000.0,APARTMENT,2018,Antwerp,HYPER_EQUIPPED,,,
10925,PENTHOUSE,2.0,93.0,False,17.0,True,,,False,295000.0,APARTMENT,2030,Antwerp,INSTALLED,AS_NEW,3.0,
10926,PENTHOUSE,2.0,105.0,False,23.0,True,,,False,324000.0,APARTMENT,4600,VISE,USA_HYPER_EQUIPPED,GOOD,3.0,
10927,PENTHOUSE,2.0,110.0,False,47.0,True,,,,299500.0,APARTMENT,4100,Seraing,,,4.0,
10928,PENTHOUSE,2.0,111.0,False,33.0,True,,,,290500.0,APARTMENT,4100,Seraing,,,4.0,
10929,APARTMENT,2.0,90.0,False,13.0,True,,,,262500.0,APARTMENT,4100,Seraing,,,4.0,
10930,APARTMENT,2.0,93.0,False,14.0,True,,,,264500.0,APARTMENT,4100,Seraing,,,4.0,
10931,APARTMENT,2.0,89.0,False,9.0,True,,,,258500.0,APARTMENT,4100,Seraing,,,4.0,
10932,PENTHOUSE,2.0,110.0,False,47.0,True,,,,299500.0,APARTMENT,4100,Seraing,,,4.0,
10933,PENTHOUSE,2.0,111.0,False,33.0,True,,,,290500.0,APARTMENT,4100,Seraing,,,4.0,
10934,APARTMENT,2.0,90.0,False,13.0,True,,,,262500.0,APARTMENT,4100,Seraing,,,4.0,
10935,APARTMENT,2.0,93.0,False,14.0,True,,,,264500.0,APARTMENT,4100,Seraing,,,4.0,
10936,APARTMENT,2.0,89.0,False,9.0,True,,,,258500.0,APARTMENT,4100,Seraing,,,4.0,
10937,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,9400,Ninove,,,,
10938,SERVICE_FLAT,1.0,,False,,True,,,,300000.0,APARTMENT,2320,Hoogstraten,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10939,APARTMENT,2.0,84.0,False,,,,,,239000.0,APARTMENT,2650,Edegem,USA_INSTALLED,GOOD,3.0,
10940,SERVICE_FLAT,1.0,44.0,False,,True,,,,159000.0,APARTMENT,9820,Merelbeke,,GOOD,,
10941,KOT,1.0,21.0,False,4.0,True,,,False,129000.0,APARTMENT,2000,Antwerp,USA_INSTALLED,AS_NEW,,
10942,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,2018,Antwerp,,,,
10943,DUPLEX,5.0,,False,,,,,,80000.0,APARTMENT,6000,Charleroi,,,,
10944,APARTMENT,1.0,77.0,False,,,,,False,200000.0,APARTMENT,6230,Pont-à-Celles,INSTALLED,,4.0,
10945,PENTHOUSE,2.0,99.0,False,9.0,True,,,,256000.0,APARTMENT,3290,Diest,,,,
10946,APARTMENT,2.0,102.0,False,11.0,True,,,,265000.0,APARTMENT,3290,Diest,,,,
10947,APARTMENT,2.0,99.0,False,12.0,True,,,,240000.0,APARTMENT,3290,Diest,,,,
10948,APARTMENT,2.0,103.0,False,13.0,True,,,,260000.0,APARTMENT,3290,Diest,,,,
10949,APARTMENT,2.0,102.0,False,11.0,True,,,,260000.0,APARTMENT,3290,Diest,,,,
10950,APARTMENT,2.0,103.0,False,13.0,True,,,,255000.0,APARTMENT,3290,Diest,,,,
10951,GROUND_FLOOR,2.0,102.0,False,11.0,True,,,,255000.0,APARTMENT,3290,Diest,,,,
10952,GROUND_FLOOR,2.0,93.0,False,6.0,True,,,,225000.0,APARTMENT,3290,Diest,,,,
10953,GROUND_FLOOR,2.0,87.0,False,11.0,True,,,,205000.0,APARTMENT,3290,Diest,,,,
10954,GROUND_FLOOR,3.0,130.0,False,18.0,True,True,72.0,,335000.0,APARTMENT,3290,Diest,,,,
10955,APARTMENT,3.0,114.0,False,13.0,True,,,,263200.0,APARTMENT,3290,Diest,,,,
10956,APARTMENT,3.0,114.0,False,9.0,True,,,,268200.0,APARTMENT,3290,Diest,,,,
10957,APARTMENT,1.0,73.0,False,9.0,True,,,,207000.0,APARTMENT,3290,Diest,,,,
10958,APARTMENT,1.0,75.0,False,9.0,True,,,,210000.0,APARTMENT,3290,Diest,,,,
10959,APARTMENT,2.0,105.0,False,7.0,True,,,,292000.0,APARTMENT,3290,Diest,,,,
10960,APARTMENT,2.0,84.0,False,5.0,True,,,,219000.0,APARTMENT,2610,Wilrijk,SEMI_EQUIPPED,GOOD,2.0,
10961,APARTMENT,3.0,150.0,False,,True,,,False,439000.0,APARTMENT,9300,Aalst,HYPER_EQUIPPED,GOOD,3.0,
10962,SERVICE_FLAT,0.0,36.0,False,,,,,False,130000.0,APARTMENT,1200,Woluwe-Saint-Lambert,USA_SEMI_EQUIPPED,GOOD,2.0,
10963,APARTMENT,2.0,80.0,False,,True,,,,149000.0,APARTMENT,4000,Liège,SEMI_EQUIPPED,GOOD,,
10964,APARTMENT,2.0,110.0,False,6.0,True,,,,1395000.0,APARTMENT,8300,Knokke-Heist,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10965,APARTMENT,1.0,60.0,False,5.0,True,,,,149000.0,APARTMENT,1702,Dilbeek Groot-Bijgaarden,SEMI_EQUIPPED,TO_BE_DONE_UP,,
10966,APARTMENT,3.0,121.0,False,12.0,True,,,False,290000.0,APARTMENT,1080,Molenbeek-Saint-Jean,,AS_NEW,3.0,
10967,GROUND_FLOOR,3.0,141.0,False,60.0,True,,,,450000.0,APARTMENT,2950,Kapellen,,,3.0,
10968,APARTMENT,2.0,110.0,False,35.0,True,True,80.0,False,260000.0,APARTMENT,1082,Berchem-Sainte-Agathe,HYPER_EQUIPPED,TO_BE_DONE_UP,2.0,
10969,DUPLEX,2.0,100.0,False,12.0,True,,,,299999.0,APARTMENT,9420,Erpe-Mere,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10970,APARTMENT,3.0,155.0,False,,,,,False,1399000.0,APARTMENT,8300,Knokke-Heist,,AS_NEW,,
10971,APARTMENT,3.0,191.0,False,,,,,False,1980000.0,APARTMENT,8300,Knokke-Heist,,AS_NEW,3.0,
10972,APARTMENT,3.0,,False,,True,,,False,895000.0,APARTMENT,8300,Knokke-Heist,,TO_BE_DONE_UP,2.0,
10973,APARTMENT,2.0,150.0,False,5.0,True,,,False,749000.0,APARTMENT,1000,Bruxelles,HYPER_EQUIPPED,AS_NEW,2.0,
10974,APARTMENT,1.0,78.0,False,,,,,False,285000.0,APARTMENT,2000,Antwerp,,,,
10975,APARTMENT,3.0,115.0,False,9.0,True,,,False,269000.0,APARTMENT,1080,Molenbeek-Saint-Jean,HYPER_EQUIPPED,GOOD,2.0,
10976,DUPLEX,1.0,81.0,False,4.0,True,,,,190000.0,APARTMENT,1800,Vilvoorde,USA_HYPER_EQUIPPED,GOOD,2.0,
10977,DUPLEX,3.0,124.0,False,26.0,True,,,,345000.0,APARTMENT,1861,Meise Wolvertem,HYPER_EQUIPPED,,2.0,
10978,APARTMENT,2.0,90.0,False,7.0,True,True,27.0,,385000.0,APARTMENT,1500,Halle,USA_HYPER_EQUIPPED,GOOD,,
10979,APARTMENT,2.0,97.0,False,9.0,True,,,,273325.0,APARTMENT,1760,Roosdaal,USA_HYPER_EQUIPPED,AS_NEW,2.0,
10980,APARTMENT,2.0,96.0,False,9.0,True,,,,261217.0,APARTMENT,3700,Tongeren,,,,
10981,PENTHOUSE,2.0,86.0,False,19.0,True,,,,316009.0,APARTMENT,3500,Hasselt,,,,
10982,APARTMENT,2.0,92.0,False,21.0,True,,,,285500.0,APARTMENT,8830,Gits,HYPER_EQUIPPED,,,
10983,APARTMENT,2.0,94.0,False,,True,,,,285000.0,APARTMENT,8830,Gits,HYPER_EQUIPPED,,,
10984,APARTMENT,2.0,86.0,False,21.0,True,,,,289000.0,APARTMENT,8830,Gits,HYPER_EQUIPPED,,,
10985,APARTMENT,2.0,80.0,False,2.0,True,,,False,169000.0,APARTMENT,4020,Liège,SEMI_EQUIPPED,TO_BE_DONE_UP,2.0,
10986,GROUND_FLOOR,2.0,,False,,True,,,,184000.0,APARTMENT,2660,Hoboken,INSTALLED,,2.0,
10987,APARTMENT,2.0,91.0,False,,,,,False,219000.0,APARTMENT,1000,Bruxelles,NOT_INSTALLED,,,
10988,GROUND_FLOOR,2.0,86.0,False,8.0,True,True,24.0,,300106.0,APARTMENT,1600,Sint-Pieters-Leeuw,USA_HYPER_EQUIPPED,AS_NEW,,
10989,GROUND_FLOOR,2.0,116.0,False,22.0,True,,,False,349000.0,APARTMENT,1700,Dilbeek,HYPER_EQUIPPED,GOOD,2.0,
10990,APARTMENT,2.0,88.0,False,,,,,,188000.0,APARTMENT,2100,Antwerpen Deurne,,,3.0,
10991,APARTMENT,2.0,92.0,False,6.0,True,,,,265000.0,APARTMENT,2300,Turnhout,HYPER_EQUIPPED,AS_NEW,2.0,
10992,FLAT_STUDIO,1.0,50.0,False,,,,,False,300000.0,APARTMENT,1170,Watermael-Boitsfort,USA_HYPER_EQUIPPED,AS_NEW,4.0,
10993,APARTMENT,3.0,150.0,False,,,True,,False,945000.0,APARTMENT,8300,Knokke,INSTALLED,,,
10994,APARTMENT,3.0,150.0,False,,,True,,False,945000.0,APARTMENT,8300,Knokke,INSTALLED,,,
10995,APARTMENT,3.0,,False,70.0,True,,,False,620000.0,APARTMENT,8370,Blankenberge,,AS_NEW,,
10996,APARTMENT,3.0,111.0,False,18.0,True,,,False,395000.0,APARTMENT,8400,Oostende,,,,
10997,PENTHOUSE,1.0,54.0,False,60.0,True,,,False,269900.0,APARTMENT,8400,Oostende,HYPER_EQUIPPED,,,
10998,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,3740,Bilzen,,,,
10999,APARTMENT,3.0,146.0,False,13.0,True,True,,False,635000.0,APARTMENT,9000,Gent,INSTALLED,AS_NEW,,
11000,APARTMENT,2.0,99.0,False,,True,True,,False,299000.0,APARTMENT,9450,Haaltert,INSTALLED,AS_NEW,,
11001,APARTMENT,2.0,104.0,False,,True,,,False,325000.0,APARTMENT,8200,Sint-Michiels,INSTALLED,,,
11002,APARTMENT,3.0,83.0,False,15.0,True,,,False,184900.0,APARTMENT,2600,Berchem,INSTALLED,TO_BE_DONE_UP,,
11003,APARTMENT,2.0,103.0,False,8.0,True,,,False,199900.0,APARTMENT,2100,Deurne,SEMI_EQUIPPED,,,
11004,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,3700,Tongeren,,,,
11005,APARTMENT,1.0,65.0,False,4.0,True,,,False,224000.0,APARTMENT,2018,Antwerp,INSTALLED,AS_NEW,,
11006,APARTMENT,2.0,100.0,False,,,,,False,285000.0,APARTMENT,2018,Antwerp,INSTALLED,,,
11007,APARTMENT,4.0,135.0,False,4.0,True,,,False,390000.0,APARTMENT,2018,Antwerp,INSTALLED,,,
11008,PENTHOUSE,3.0,106.0,False,,,,,False,395000.0,APARTMENT,3500,Hasselt,INSTALLED,AS_NEW,,
11009,PENTHOUSE,2.0,113.0,False,,,,,False,316323.0,APARTMENT,3630,Maasmechelen,,AS_NEW,2.0,
11010,GROUND_FLOOR,2.0,100.0,False,,,,,False,231877.0,APARTMENT,3630,Maasmechelen,,AS_NEW,2.0,
11011,APARTMENT,2.0,,False,,,,,False,253400.0,APARTMENT,3630,Maasmechelen,,AS_NEW,,
11012,APARTMENT,2.0,,False,,,,,False,255000.0,APARTMENT,3630,Maasmechelen,,AS_NEW,,
11013,APARTMENT,2.0,,False,,,,,False,256499.0,APARTMENT,3630,Maasmechelen,,AS_NEW,,
11014,APARTMENT,2.0,,False,,,,,False,249000.0,APARTMENT,3630,Maasmechelen,,,,
11015,APARTMENT,2.0,,False,,,,,False,258000.0,APARTMENT,3630,Maasmechelen,,AS_NEW,,
11016,APARTMENT,2.0,,False,,,,,False,272000.0,APARTMENT,3630,Maasmechelen,,AS_NEW,,
11017,APARTMENT,2.0,,False,,,,,False,253500.0,APARTMENT,3630,Maasmechelen,,AS_NEW,,
11018,PENTHOUSE,2.0,,False,,,,,False,329500.0,APARTMENT,3630,Maasmechelen,,,,
11019,PENTHOUSE,2.0,,False,,,,,False,360500.0,APARTMENT,3630,Maasmechelen,,,,
11020,APARTMENT,1.0,,False,,,,,False,169000.0,APARTMENT,7783,Bizet,,,,
11021,APARTMENT,2.0,155.0,False,24.0,True,True,,False,413620.0,APARTMENT,9300,Aalst,INSTALLED,AS_NEW,,
11022,FLAT_STUDIO,1.0,,False,,,,,True,129000.0,APARTMENT,8400,Oostende,INSTALLED,AS_NEW,2.0,
11023,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,8560,Gullegem,,,,
11024,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,8560,Gullegem,,,,
11025,PENTHOUSE,2.0,112.0,False,51.0,True,True,,False,416300.0,APARTMENT,9080,Beervelde,,,,
11026,APARTMENT,1.0,35.0,False,,True,,,False,149000.0,APARTMENT,8434,Westende,,AS_NEW,,
11027,GROUND_FLOOR,1.0,77.0,False,,,,,False,255000.0,APARTMENT,2060,Antwerp,INSTALLED,,,
11028,APARTMENT,1.0,50.0,False,,,,,False,185000.0,APARTMENT,2060,Antwerp,INSTALLED,,,
11029,APARTMENT,1.0,49.0,False,,,,,False,180000.0,APARTMENT,2060,Antwerp,INSTALLED,,,
11030,APARTMENT,3.0,,False,,,,,False,269000.0,APARTMENT,8660,De Panne,,,,
11031,APARTMENT,3.0,,False,,,,,False,279000.0,APARTMENT,2180,Ekeren,,,,
11032,PENTHOUSE,2.0,113.0,False,,True,,,False,239000.0,APARTMENT,9850,Landegem,INSTALLED,,,
11033,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,9940,Evergem,,,,
11034,APARTMENT,2.0,83.0,False,,,,,False,205000.0,APARTMENT,9700,Oudenaarde,,AS_NEW,,
11035,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,8560,Gullegem,,,,
11036,APARTMENT,2.0,,False,,,,,False,304398.0,APARTMENT,8370,Blankenberge,,,,
11037,APARTMENT,3.0,120.0,False,,True,,,False,475000.0,APARTMENT,9000,Gent,HYPER_EQUIPPED,,,
11038,FLAT_STUDIO,1.0,48.0,False,,,,,False,310000.0,APARTMENT,8670,Koksijde,INSTALLED,JUST_RENOVATED,4.0,
11039,APARTMENT,1.0,,False,,,True,,False,325000.0,APARTMENT,8300,Knokke,,TO_BE_DONE_UP,,
11040,APARTMENT,2.0,78.0,False,,,,,False,298000.0,APARTMENT,9800,Deinze,INSTALLED,GOOD,,
11041,APARTMENT,2.0,,False,,,True,,False,335000.0,APARTMENT,8300,Knokke-Heist,,JUST_RENOVATED,,
11042,APARTMENT,1.0,40.0,False,12.0,True,True,,False,245000.0,APARTMENT,9000,Gent,INSTALLED,JUST_RENOVATED,,
11043,FLAT_STUDIO,0.0,34.0,False,,,,,False,95000.0,APARTMENT,8670,Oostduinkerke,INSTALLED,TO_RENOVATE,,
11044,FLAT_STUDIO,0.0,34.0,False,,True,,,False,105000.0,APARTMENT,8430,Middelkerke,,TO_RENOVATE,,
11045,APARTMENT,2.0,85.0,False,,True,True,,False,280000.0,APARTMENT,2070,Zwijndrecht,INSTALLED,AS_NEW,,
11046,APARTMENT,3.0,93.0,False,,,,,False,280000.0,APARTMENT,8370,Blankenberge,,,,
11047,APARTMENT,1.0,75.0,False,3.0,True,True,,False,181000.0,APARTMENT,2640,Mortsel,INSTALLED,AS_NEW,,
11048,APARTMENT,3.0,155.0,False,,,True,,False,390000.0,APARTMENT,9300,Aalst,USA_INSTALLED,AS_NEW,,
11049,APARTMENT,2.0,,False,,True,,,False,229000.0,APARTMENT,9320,Erembodegem,,AS_NEW,,
11050,APARTMENT,3.0,155.0,True,,,,,False,429000.0,APARTMENT,1170,Watermael-Boitsfort,,TO_BE_DONE_UP,2.0,
